wr_id,player_name,team,season,week,receiving_yards,receptions,targets,offense_pct,opponent,opponent_pass_defense_rank,wr_rec_yards_last5,wr_receptions_last5,wr_targets_last5,target_share_last5,wr_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0036980,Elijah Moore,CLE,2024,16,21.0,2,5,0.77,CIN,32.0,46.2,4.4,7.4,0.18686868686868688,0,0,0,-10.0,46.5
00-0031236,Brandin Cooks,DAL,2024,16,48.0,3,3,0.77,TB,17.0,17.6,1.8,4.0,0.11235955056179775,0,1,0,-4.5,47.5
00-0034348,Courtland Sutton,DEN,2024,16,50.0,5,6,0.91,LAC,21.0,75.8,6.0,9.0,0.28125,0,1,0,-3.0,41.5
00-0033375,Tim Patrick,DET,2024,16,0.0,0,1,0.65,CHI,28.0,31.8,3.4,4.8,0.1276595744680851,0,0,1,7.0,47.5
00-0036963,Amon-Ra St. Brown,DET,2024,16,70.0,6,8,0.85,CHI,28.0,106.4,8.2,9.8,0.26063829787234044,0,0,1,7.0,47.5
00-0037240,Jameson Williams,DET,2024,16,143.0,5,7,0.83,CHI,28.0,66.6,4.4,6.6,0.17553191489361702,0,0,1,7.0,47.5
00-0037816,Romeo Doubs,GB,2024,16,20.0,2,3,0.67,NO,24.0,50.2,3.8,5.6,0.25,0,0,0,14.0,44.0
00-0038393,Dontayvion Wicks,GB,2024,16,13.0,3,7,0.61,NO,24.0,47.6,4.2,7.4,0.33035714285714285,0,0,0,14.0,44.0
00-0036554,Nico Collins,HOU,2024,16,60.0,7,10,0.85,KC,16.0,93.0,6.6,10.2,0.33116883116883117,0,0,0,-3.5,42.5
00-0036252,Michael Pittman,IND,2024,16,19.0,2,3,0.98,TEN,14.0,51.2,4.6,7.0,0.23809523809523808,0,1,0,4.0,42.5
00-0039890,Adonai Mitchell,IND,2024,16,36.0,1,1,0.89,TEN,14.0,36.5,3.5,5.5,0.07482993197278912,0,1,0,4.0,42.5
00-0038606,Parker Washington,JAX,2024,16,54.0,6,6,0.94,LV,20.0,51.8,3.4,6.0,0.18292682926829268,0,1,1,-2.5,41.5
00-0039893,Brian Thomas,JAX,2024,16,132.0,9,13,0.9,LV,20.0,72.2,5.8,9.2,0.2804878048780488,0,1,1,-2.5,41.5
00-0039894,Xavier Worthy,KC,2024,16,65.0,7,11,0.8,HOU,25.0,28.8,3.2,5.8,0.15675675675675677,0,0,0,3.5,42.5
00-0032775,Demarcus Robinson,LA,2024,16,0.0,0,1,0.73,NYJ,26.0,16.6,1.2,2.4,0.08571428571428572,0,0,3,3.0,47.0
00-0033908,Cooper Kupp,LA,2024,16,24.0,3,3,0.77,NYJ,26.0,55.0,4.4,7.6,0.2714285714285714,0,0,3,3.0,47.0
00-0039075,Puka Nacua,LA,2024,16,56.0,8,9,0.81,NYJ,26.0,111.0,8.0,10.4,0.37142857142857144,0,0,3,3.0,47.0
00-0036988,Josh Palmer,LAC,2024,16,41.0,3,6,0.6,DEN,30.0,32.0,2.8,5.0,0.16339869281045752,0,1,0,3.0,41.5
00-0038544,Quentin Johnston,LAC,2024,16,18.0,3,6,0.68,DEN,30.0,30.6,2.8,6.8,0.2222222222222222,0,1,0,3.0,41.5
00-0039915,Ladd McConkey,LAC,2024,16,87.0,6,6,0.78,DEN,30.0,86.6,5.6,7.2,0.23529411764705882,0,1,0,3.0,41.5
00-0034960,Jakobi Meyers,LV,2024,16,41.0,2,5,0.92,JAX,29.0,74.4,6.4,10.2,0.2727272727272727,0,1,-1,2.5,41.5
00-0038563,Tre Tucker,LV,2024,16,41.0,2,4,0.92,JAX,29.0,38.6,3.0,4.2,0.11229946524064172,0,1,-1,2.5,41.5
00-0033040,Tyreek Hill,MIA,2024,16,29.0,3,7,0.84,SF,1.0,68.6,6.0,8.8,0.21674876847290642,1,0,-3,-2.0,44.0
00-0039880,Malik Washington,MIA,2024,16,28.0,3,4,0.87,SF,1.0,,,,,0,0,-3,-2.0,44.0
00-0036322,Justin Jefferson,MIN,2024,16,144.0,10,13,0.97,SEA,8.0,82.4,5.8,8.6,0.27564102564102566,0,0,-1,2.5,43.0
00-0038994,Jordan Addison,MIN,2024,16,35.0,5,8,0.89,SEA,8.0,94.6,6.0,8.8,0.28205128205128205,0,0,-1,2.5,43.0
00-0033307,Kendrick Bourne,NE,2024,16,18.0,2,2,0.7,BUF,27.0,26.0,2.2,3.6,0.12162162162162163,0,0,0,-14.0,48.0
00-0038608,Kayshon Boutte,NE,2024,16,95.0,5,7,0.88,BUF,27.0,29.2,2.8,5.4,0.18243243243243243,0,0,0,-14.0,48.0
00-0034860,Dante Pettis,NO,2024,16,31.0,2,7,0.66,GB,19.0,28.2,2.0,4.8,0.16783216783216784,0,0,0,-14.0,44.0
00-0037231,Kevin Austin,NO,2024,16,17.0,1,4,0.89,GB,19.0,15.5,1.5,3.25,0.09090909090909091,0,0,0,-14.0,44.0
00-0035535,Darius Slayton,NYG,2024,16,21.0,1,2,0.85,ATL,22.0,41.6,2.4,4.6,0.13218390804597702,0,1,1,-9.5,42.5
00-0038117,Wan'Dale Robinson,NYG,2024,16,62.0,7,12,0.93,ATL,22.0,36.0,4.0,7.0,0.20114942528735633,0,1,1,-9.5,42.5
00-0039337,Malik Nabers,NYG,2024,16,68.0,7,14,0.9,ATL,22.0,68.8,7.0,11.2,0.3218390804597701,0,1,1,-9.5,42.5
00-0031381,Davante Adams,NYJ,2024,16,68.0,7,13,0.97,LA,10.0,95.2,7.0,11.0,0.32934131736526945,0,0,-3,-3.0,47.0
00-0034521,Allen Lazard,NYJ,2024,16,20.0,2,5,0.74,LA,10.0,44.8,3.2,6.0,0.17964071856287425,0,0,-3,-3.0,47.0
00-0037740,Garrett Wilson,NYJ,2024,16,54.0,6,7,1.0,LA,10.0,54.0,4.8,8.0,0.23952095808383234,0,0,-3,-3.0,47.0
00-0035676,A.J. Brown,PHI,2024,16,97.0,8,15,1.0,WAS,4.0,78.6,5.6,7.2,0.32432432432432434,0,0,0,4.0,47.0
00-0036912,DeVonta Smith,PHI,2024,16,51.0,6,8,0.82,WAS,4.0,55.2,5.0,6.6,0.2972972972972973,0,0,0,4.0,47.0
00-0036415,Van Jefferson,PIT,2024,16,27.0,2,3,0.78,BAL,13.0,23.0,1.4,2.6,0.09420289855072464,0,0,0,-7.0,44.5
00-0037837,Calvin Austin,PIT,2024,16,65.0,4,5,0.8,BAL,13.0,35.4,2.4,4.4,0.15942028985507245,0,0,0,-7.0,44.5
00-0032211,Tyler Lockett,SEA,2024,16,19.0,2,2,0.69,MIN,31.0,24.8,1.6,2.4,0.08108108108108109,0,0,1,-2.5,43.0
00-0035640,DK Metcalf,SEA,2024,16,57.0,3,7,0.89,MIN,31.0,54.4,4.4,6.4,0.21621621621621623,0,0,1,-2.5,43.0
00-0038543,Jaxon Smith-Njigba,SEA,2024,16,95.0,8,12,0.88,MIN,31.0,85.2,7.0,7.8,0.2635135135135135,0,0,1,-2.5,43.0
00-0035719,Deebo Samuel,SF,2024,16,96.0,7,9,0.83,MIA,18.0,20.2,2.8,5.2,0.21138211382113822,0,0,3,2.0,44.0
00-0036259,Jauan Jennings,SF,2024,16,51.0,4,6,0.94,MIA,18.0,61.6,5.4,8.0,0.3252032520325203,0,0,3,2.0,44.0
00-0039916,Ricky Pearsall,SF,2024,16,37.0,4,4,0.72,MIA,18.0,31.333333333333332,2.3333333333333335,4.0,0.0975609756097561,0,0,3,2.0,44.0
00-0031408,Mike Evans,TB,2024,16,69.0,5,8,0.81,DAL,23.0,95.2,6.2,8.2,0.2789115646258503,0,1,0,4.5,47.5
00-0039855,Jalen McMillan,TB,2024,16,57.0,5,7,0.83,DAL,23.0,41.0,3.2,5.0,0.17006802721088435,0,1,0,4.5,47.5
00-0034837,Calvin Ridley,TEN,2024,16,78.0,3,5,0.89,IND,7.0,59.2,4.2,7.2,0.22784810126582278,0,1,0,-4.0,42.5
00-0036182,Nick Westbrook-Ikhine,TEN,2024,16,17.0,2,4,0.9,IND,7.0,50.8,2.0,4.8,0.1518987341772152,0,1,0,-4.0,42.5
00-0035208,Olamide Zaccheaus,WAS,2024,16,70.0,5,8,0.69,PHI,2.0,15.6,1.8,3.2,0.10062893081761007,0,0,0,-4.0,47.0
00-0035659,Terry McLaurin,WAS,2024,16,60.0,5,6,0.91,PHI,2.0,74.2,5.2,6.4,0.20125786163522014,0,0,0,-4.0,47.0
00-0036626,Dyami Brown,WAS,2024,16,56.0,4,5,0.66,PHI,2.0,23.5,2.5,4.0,0.050314465408805034,0,0,0,-4.0,47.0
00-0038559,Michael Wilson,ARI,2024,17,22.0,4,6,0.87,LA,9.0,43.8,2.6,4.2,0.12,0,1,0,-6.5,48.0
00-0039849,Marvin Harrison,ARI,2024,17,96.0,6,10,0.84,LA,9.0,45.4,3.6,8.0,0.22857142857142856,0,1,0,-6.5,48.0
00-0034407,Ray-Ray McCloud,ATL,2024,17,13.0,1,1,0.63,WAS,3.0,57.6,4.8,6.2,0.21232876712328766,0,0,0,-3.5,46.5
00-0036309,Darnell Mooney,ATL,2024,17,37.0,2,5,0.97,WAS,3.0,68.0,3.8,5.8,0.19863013698630136,0,0,0,-3.5,46.5
00-0037238,Drake London,ATL,2024,17,106.0,7,13,0.97,WAS,3.0,65.8,5.0,8.8,0.3013698630136986,0,0,0,-3.5,46.5
00-0039064,Zay Flowers,BAL,2024,17,31.0,2,5,0.65,HOU,27.0,65.6,4.2,7.2,0.2706766917293233,1,1,0,5.5,46.5
00-0037261,Khalil Shakir,BUF,2024,17,25.0,3,6,0.61,NYJ,17.0,64.2,5.6,8.4,0.27631578947368424,0,0,0,10.0,44.5
00-0039901,Keon Coleman,BUF,2024,17,27.0,3,7,0.9,NYJ,17.0,59.4,2.4,4.0,0.13157894736842105,0,0,0,10.0,44.5
00-0030035,Adam Thielen,CAR,2024,17,110.0,5,6,0.85,TB,14.0,65.8,5.4,7.0,0.22151898734177214,0,0,0,-9.5,47.5
00-0039342,Xavier Legette,CAR,2024,17,28.0,5,9,0.68,TB,14.0,44.2,3.4,6.4,0.20253164556962025,1,0,0,-9.5,47.5
00-0039491,Jalen Coker,CAR,2024,17,35.0,2,2,0.87,TB,14.0,53.4,3.2,5.6,0.17721518987341772,0,0,0,-9.5,47.5
00-0030279,Keenan Allen,CHI,2024,17,25.0,5,8,0.95,SEA,16.0,82.4,6.4,10.8,0.30857142857142855,0,0,0,-3.5,43.5
00-0034827,D.J. Moore,CHI,2024,17,54.0,6,8,0.95,SEA,16.0,73.2,7.2,9.8,0.28,0,0,0,-3.5,43.5
00-0039919,Rome Odunze,CHI,2024,17,15.0,1,4,0.92,SEA,16.0,44.4,3.4,7.0,0.2,0,0,0,-3.5,43.5
00-0036410,Tee Higgins,CIN,2024,17,131.0,11,12,0.69,DEN,30.0,77.2,5.8,9.4,0.25,1,0,-3,3.5,50.5
00-0036900,Ja'Marr Chase,CIN,2024,17,102.0,9,15,0.98,DEN,30.0,105.8,8.4,11.8,0.31382978723404253,0,0,-3,3.5,50.5
00-0038619,Andrei Iosivas,CIN,2024,17,59.0,3,4,0.79,DEN,30.0,36.0,2.8,3.8,0.10106382978723404,0,0,-3,3.5,50.5
00-0036407,Jerry Jeudy,CLE,2024,17,94.0,12,18,0.97,MIA,23.0,102.4,6.6,8.4,0.22826086956521738,0,0,0,-3.0,32.5
00-0036980,Elijah Moore,CLE,2024,17,1.0,1,5,0.65,MIA,23.0,37.2,3.6,6.8,0.18478260869565216,0,0,0,-3.0,32.5
00-0031236,Brandin Cooks,DAL,2024,17,52.0,4,8,0.68,PHI,5.0,23.4,2.0,4.2,0.1346153846153846,0,0,0,-7.5,37.5
00-0037666,Jalen Tolbert,DAL,2024,17,30.0,3,4,0.68,PHI,5.0,19.6,1.8,4.2,0.1346153846153846,1,0,0,-7.5,37.5
00-0034348,Courtland Sutton,DEN,2024,17,55.0,5,9,0.93,CIN,26.0,71.8,5.8,8.4,0.25,0,0,3,-3.5,50.5
00-0036963,Amon-Ra St. Brown,DET,2024,17,60.0,8,10,0.79,SF,1.0,88.2,7.2,9.2,0.24338624338624337,0,0,0,4.0,50.5
00-0037240,Jameson Williams,DET,2024,17,77.0,5,8,0.79,SF,1.0,70.4,4.6,6.8,0.17989417989417988,0,0,0,4.0,50.5
00-0037816,Romeo Doubs,GB,2024,17,58.0,7,11,0.86,MIN,31.0,35.4,2.6,4.2,0.1721311475409836,0,1,-1,1.0,49.0
00-0038393,Dontayvion Wicks,GB,2024,17,43.0,4,5,0.73,MIN,31.0,38.0,3.6,7.4,0.30327868852459017,0,1,-1,1.0,49.0
00-0039146,Jayden Reed,GB,2024,17,6.0,1,4,0.71,MIN,31.0,72.8,4.2,6.0,0.2459016393442623,0,1,-1,1.0,49.0
00-0036554,Nico Collins,HOU,2024,17,59.0,3,6,0.71,BAL,2.0,87.8,7.2,10.2,0.3227848101265823,0,1,0,-5.5,46.5
00-0037614,John Metchie,HOU,2024,17,48.0,5,8,0.71,BAL,2.0,31.4,2.4,3.4,0.10759493670886076,0,1,0,-5.5,46.5
00-0038618,Xavier Hutchinson,HOU,2024,17,21.0,2,4,0.7,BAL,2.0,13.4,1.2,2.4,0.0759493670886076,0,1,0,-5.5,46.5
00-0036252,Michael Pittman,IND,2024,17,109.0,9,10,0.94,NYG,15.0,52.2,4.8,6.8,0.2764227642276423,0,0,0,7.5,40.5
00-0037664,Alec Pierce,IND,2024,17,122.0,6,9,0.95,NYG,15.0,50.2,2.6,4.8,0.1951219512195122,0,0,0,7.5,40.5
00-0038997,Josh Downs,IND,2024,17,22.0,3,4,0.61,NYG,15.0,60.0,4.0,7.0,0.2845528455284553,0,0,0,7.5,40.5
00-0038606,Parker Washington,JAX,2024,17,31.0,3,3,0.83,TEN,7.0,53.4,4.0,6.4,0.1797752808988764,0,0,0,-1.0,38.0
00-0039893,Brian Thomas,JAX,2024,17,91.0,7,10,0.84,TEN,7.0,96.2,7.2,11.2,0.3146067415730337,0,0,0,-1.0,38.0
00-0039894,Xavier Worthy,KC,2024,17,79.0,8,9,0.85,PIT,21.0,41.8,4.6,7.6,0.19387755102040816,0,0,0,3.0,43.5
00-0032775,Demarcus Robinson,LA,2024,17,0.0,0,2,0.79,ARI,8.0,12.8,0.8,1.8,0.06818181818181818,0,1,0,6.5,48.0
00-0033908,Cooper Kupp,LA,2024,17,29.0,1,3,0.84,ARI,8.0,38.6,3.8,6.2,0.23484848484848486,0,1,0,6.5,48.0
00-0039075,Puka Nacua,LA,2024,17,129.0,10,14,0.95,ARI,8.0,97.6,8.2,10.4,0.3939393939393939,0,1,0,6.5,48.0
00-0038544,Quentin Johnston,LAC,2024,17,48.0,5,8,0.68,NE,10.0,24.6,3.0,6.4,0.21476510067114093,0,0,3,6.0,42.0
00-0039915,Ladd McConkey,LAC,2024,17,94.0,8,10,0.77,NE,10.0,93.6,6.4,8.0,0.2684563758389262,0,0,3,6.0,42.0
00-0034960,Jakobi Meyers,LV,2024,17,61.0,5,9,0.83,NO,22.0,77.0,6.0,10.0,0.2702702702702703,0,1,1,2.0,37.5
00-0038563,Tre Tucker,LV,2024,17,24.0,2,8,0.9,NO,22.0,41.2,2.8,4.2,0.11351351351351352,0,1,1,2.0,37.5
00-0033040,Tyreek Hill,MIA,2024,17,105.0,9,9,0.88,CLE,11.0,62.2,5.2,8.6,0.21608040201005024,1,0,0,3.0,32.5
00-0039880,Malik Washington,MIA,2024,17,41.0,4,5,0.87,CLE,11.0,28.0,3.0,4.0,0.020100502512562814,0,0,0,3.0,32.5
00-0036322,Justin Jefferson,MIN,2024,17,92.0,8,11,0.94,GB,12.0,95.0,6.6,9.6,0.3,0,1,1,-1.0,49.0
00-0038994,Jordan Addison,MIN,2024,17,69.0,6,8,0.9,GB,12.0,89.4,6.4,8.8,0.275,0,1,1,-1.0,49.0
00-0033307,Kendrick Bourne,NE,2024,17,22.0,2,4,0.72,LAC,13.0,22.4,2.0,3.2,0.10256410256410256,0,0,-3,-6.0,42.0
00-0038608,Kayshon Boutte,NE,2024,17,28.0,4,5,0.77,LAC,13.0,38.8,3.0,5.6,0.1794871794871795,0,0,-3,-6.0,42.0
00-0038621,Demario Douglas,NE,2024,17,46.0,4,5,0.92,LAC,13.0,44.0,5.0,6.4,0.20512820512820512,0,0,-3,-6.0,42.0
00-0034272,Marquez Valdes-Scantling,NO,2024,17,0.0,0,2,0.78,LV,20.0,49.0,2.2,4.6,0.15333333333333332,1,1,-1,-2.0,37.5
00-0037231,Kevin Austin,NO,2024,17,23.0,1,2,0.7,LV,20.0,15.8,1.4,3.4,0.11333333333333333,0,1,-1,-2.0,37.5
00-0035535,Darius Slayton,NYG,2024,17,32.0,1,3,0.8,IND,6.0,24.2,1.8,3.6,0.1005586592178771,0,0,0,-7.5,40.5
00-0038117,Wan'Dale Robinson,NYG,2024,17,71.0,5,6,0.64,IND,6.0,38.2,4.4,7.8,0.21787709497206703,0,0,0,-7.5,40.5
00-0039337,Malik Nabers,NYG,2024,17,171.0,7,8,0.84,IND,6.0,72.4,7.2,12.0,0.33519553072625696,1,0,0,-7.5,40.5
00-0031381,Davante Adams,NYJ,2024,17,47.0,5,8,0.76,BUF,28.0,102.6,7.2,11.0,0.3125,1,0,0,-10.0,44.5
00-0034521,Allen Lazard,NYJ,2024,17,9.0,1,3,0.86,BUF,28.0,37.2,2.6,5.4,0.1534090909090909,0,0,0,-10.0,44.5
00-0037740,Garrett Wilson,NYJ,2024,17,66.0,7,8,0.83,BUF,28.0,56.6,5.0,8.2,0.23295454545454544,0,0,0,-10.0,44.5
00-0035676,A.J. Brown,PHI,2024,17,36.0,3,5,0.91,DAL,25.0,85.0,6.2,8.6,0.38738738738738737,0,0,0,7.5,37.5
00-0036912,DeVonta Smith,PHI,2024,17,120.0,6,7,0.8,DAL,25.0,48.0,5.4,7.0,0.3153153153153153,0,0,0,7.5,37.5
00-0037247,George Pickens,PIT,2024,17,50.0,3,7,0.91,KC,19.0,75.2,4.8,7.4,0.2803030303030303,0,0,0,-3.0,43.5
00-0037837,Calvin Austin,PIT,2024,17,31.0,4,5,0.75,KC,19.0,46.4,3.0,4.6,0.17424242424242425,0,0,0,-3.0,43.5
00-0032211,Tyler Lockett,SEA,2024,17,20.0,3,4,0.69,CHI,32.0,16.0,1.4,2.0,0.06289308176100629,0,0,0,3.5,43.5
00-0035640,DK Metcalf,SEA,2024,17,42.0,3,3,0.88,CHI,32.0,51.8,3.6,6.0,0.18867924528301888,0,0,0,3.5,43.5
00-0038543,Jaxon Smith-Njigba,SEA,2024,17,32.0,3,6,0.96,CHI,32.0,82.2,6.6,8.0,0.25157232704402516,0,0,0,3.5,43.5
00-0035719,Deebo Samuel,SF,2024,17,5.0,1,1,0.83,DET,24.0,35.0,3.4,5.6,0.21374045801526717,0,0,0,-4.0,50.5
00-0036259,Jauan Jennings,SF,2024,17,67.0,7,10,0.94,DET,24.0,53.6,4.2,7.0,0.26717557251908397,0,0,0,-4.0,50.5
00-0039916,Ricky Pearsall,SF,2024,17,141.0,8,10,0.7,DET,24.0,32.75,2.75,4.0,0.12213740458015267,0,0,0,-4.0,50.5
00-0031408,Mike Evans,TB,2024,17,97.0,8,9,0.62,CAR,4.0,96.6,6.2,8.4,0.2608695652173913,0,0,0,9.5,47.5
00-0039855,Jalen McMillan,TB,2024,17,51.0,5,5,0.69,CAR,4.0,45.4,3.4,5.0,0.15527950310559005,0,0,0,9.5,47.5
00-0033009,Tyler Boyd,TEN,2024,17,14.0,2,4,0.75,JAX,29.0,25.8,2.8,4.4,0.13580246913580246,1,0,0,1.0,38.0
00-0034837,Calvin Ridley,TEN,2024,17,84.0,5,6,0.93,JAX,29.0,63.2,4.0,7.0,0.21604938271604937,0,0,0,1.0,38.0
00-0036182,Nick Westbrook-Ikhine,TEN,2024,17,37.0,3,6,1.0,JAX,29.0,30.8,2.0,4.4,0.13580246913580246,0,0,0,1.0,38.0
00-0035208,Olamide Zaccheaus,WAS,2024,17,85.0,8,9,0.76,ATL,18.0,22.2,2.0,3.4,0.10429447852760736,0,0,0,3.5,46.5
00-0035659,Terry McLaurin,WAS,2024,17,5.0,1,7,0.82,ATL,18.0,63.6,5.2,6.4,0.19631901840490798,0,0,0,3.5,46.5
00-0039849,Marvin Harrison,ARI,2024,18,63.0,5,6,0.74,SF,3.0,55.2,4.2,8.8,0.23655913978494625,0,1,2,4.5,42.5
00-0034407,Ray-Ray McCloud,ATL,2024,18,66.0,4,7,1.0,CAR,12.0,54.2,4.4,5.6,0.18421052631578946,0,1,0,7.5,48.5
00-0034854,KhaDarel Hodge,ATL,2024,18,24.0,1,2,0.9,CAR,12.0,34.5,2.0,4.0,0.05263157894736842,0,1,0,7.5,48.5
00-0037238,Drake London,ATL,2024,18,187.0,10,18,0.99,CAR,12.0,74.8,5.8,10.0,0.32894736842105265,0,1,0,7.5,48.5
00-0036550,Rashod Bateman,BAL,2024,18,76.0,5,8,0.71,CLE,10.0,40.6,3.0,5.0,0.21008403361344538,0,0,4,19.5,42.5
00-0036630,Tylan Wallace,BAL,2024,18,0.0,0,1,0.73,CLE,10.0,,,,,0,0,4,19.5,42.5
00-0033282,Curtis Samuel,BUF,2024,18,52.0,7,8,0.67,NE,8.0,33.0,3.4,6.4,0.22695035460992907,1,0,-1,3.0,36.5
00-0033555,Mack Hollins,BUF,2024,18,25.0,3,4,0.99,NE,8.0,41.0,3.2,3.8,0.1347517730496454,0,0,-1,3.0,36.5
00-0039901,Keon Coleman,BUF,2024,18,31.0,2,10,0.97,NE,8.0,39.8,2.2,4.0,0.14184397163120568,0,0,-1,3.0,36.5
00-0030035,Adam Thielen,CAR,2024,18,44.0,5,6,0.76,ATL,13.0,83.8,6.0,7.6,0.2585034013605442,0,1,0,-7.5,48.5
00-0039491,Jalen Coker,CAR,2024,18,62.0,7,7,0.93,ATL,13.0,54.4,3.0,5.4,0.1836734693877551,0,1,0,-7.5,48.5
00-0030279,Keenan Allen,CHI,2024,18,25.0,3,3,0.87,GB,29.0,70.2,5.6,9.4,0.3051948051948052,0,0,3,-10.0,41.5
00-0034827,D.J. Moore,CHI,2024,18,86.0,9,10,0.98,GB,29.0,62.8,7.0,10.0,0.3246753246753247,0,0,3,-10.0,41.5
00-0039919,Rome Odunze,CHI,2024,18,18.0,2,2,0.89,GB,29.0,39.6,2.6,5.8,0.18831168831168832,0,0,3,-10.0,41.5
00-0036410,Tee Higgins,CIN,2024,18,53.0,4,5,0.68,PIT,28.0,73.8,6.2,9.2,0.24083769633507854,1,0,-3,2.5,48.5
00-0036900,Ja'Marr Chase,CIN,2024,18,96.0,10,14,0.99,PIT,28.0,111.2,8.8,12.2,0.3193717277486911,0,0,-3,2.5,48.5
00-0038619,Andrei Iosivas,CIN,2024,18,12.0,2,3,0.86,PIT,28.0,38.6,2.8,4.0,0.10471204188481675,0,0,-3,2.5,48.5
00-0036407,Jerry Jeudy,CLE,2024,18,63.0,6,13,0.95,BAL,1.0,104.2,7.8,10.8,0.27,0,0,-4,-19.5,42.5
00-0036980,Elijah Moore,CLE,2024,18,36.0,3,5,0.95,BAL,1.0,33.2,3.2,6.8,0.17,0,0,-4,-19.5,42.5
00-0031236,Brandin Cooks,DAL,2024,18,15.0,3,9,0.69,WAS,6.0,30.6,2.4,4.6,0.1503267973856209,0,1,0,-7.0,43.5
00-0037666,Jalen Tolbert,DAL,2024,18,98.0,4,6,0.72,WAS,6.0,22.8,1.8,4.0,0.13071895424836602,0,1,0,-7.0,43.5
00-0034348,Courtland Sutton,DEN,2024,18,98.0,5,7,0.65,KC,15.0,67.2,5.4,8.6,0.25595238095238093,0,0,-3,10.5,40.5
00-0036963,Amon-Ra St. Brown,DET,2024,18,77.0,6,7,0.81,MIN,27.0,87.8,7.6,9.8,0.25925925925925924,0,1,-1,3.0,56.5
00-0037240,Jameson Williams,DET,2024,18,34.0,6,8,0.81,MIN,27.0,73.0,4.6,7.0,0.18518518518518517,0,1,-1,3.0,56.5
00-0038393,Dontayvion Wicks,GB,2024,18,49.0,5,6,0.74,CHI,26.0,31.0,3.4,5.8,0.2248062015503876,0,0,-3,10.0,41.5
00-0038465,Malik Heath,GB,2024,18,53.0,3,5,0.6,CHI,26.0,9.0,1.3333333333333333,2.0,0.046511627906976744,0,0,-3,10.0,41.5
00-0039146,Jayden Reed,GB,2024,18,48.0,2,2,0.69,CHI,26.0,46.2,3.0,5.2,0.20155038759689922,0,0,-3,10.0,41.5
00-0030431,Robert Woods,HOU,2024,18,39.0,2,3,0.62,TEN,4.0,23.6,2.2,4.4,0.14102564102564102,0,0,4,-2.5,36.5
00-0037614,John Metchie,HOU,2024,18,24.0,2,4,0.6,TEN,4.0,32.2,2.8,4.4,0.14102564102564102,0,0,4,-2.5,36.5
00-0038618,Xavier Hutchinson,HOU,2024,18,5.0,1,2,0.8,TEN,4.0,11.4,1.2,2.6,0.08333333333333333,0,0,4,-2.5,36.5
00-0036252,Michael Pittman,IND,2024,18,72.0,6,10,0.91,JAX,14.0,64.8,5.6,7.2,0.2727272727272727,0,1,0,3.5,45.5
00-0037664,Alec Pierce,IND,2024,18,57.0,2,2,0.82,JAX,14.0,66.4,3.2,6.0,0.22727272727272727,0,1,0,3.5,45.5
00-0038997,Josh Downs,IND,2024,18,94.0,10,13,0.76,JAX,14.0,63.8,4.4,7.2,0.2727272727272727,0,1,0,3.5,45.5
00-0038606,Parker Washington,JAX,2024,18,15.0,2,4,0.86,IND,20.0,51.4,4.0,5.8,0.1695906432748538,0,1,0,-3.5,45.5
00-0039893,Brian Thomas,JAX,2024,18,103.0,7,11,0.9,IND,20.0,98.0,7.6,11.8,0.34502923976608185,0,1,0,-3.5,45.5
00-0033857,JuJu Smith-Schuster,KC,2024,18,4.0,1,2,0.94,DEN,32.0,50.0,3.0,4.4,0.1111111111111111,0,0,3,-10.5,40.5
00-0034386,Justin Watson,KC,2024,18,5.0,1,3,0.97,DEN,32.0,21.0,2.0,2.4,0.06060606060606061,0,0,3,-10.5,40.5
00-0038519,Nikko Remigio,KC,2024,18,48.0,2,6,0.91,DEN,32.0,,,,,0,0,3,-10.5,40.5
00-0032775,Demarcus Robinson,LA,2024,18,72.0,3,6,0.94,SEA,7.0,9.8,0.4,1.6,0.06349206349206349,0,1,-2,-7.5,38.5
00-0036427,Tyler Johnson,LA,2024,18,35.0,4,7,0.76,SEA,7.0,52.0,3.6666666666666665,5.666666666666667,0.1349206349206349,0,1,-2,-7.5,38.5
00-0038544,Quentin Johnston,LAC,2024,18,186.0,13,14,0.73,LV,16.0,34.2,4.0,7.0,0.22875816993464052,0,1,1,7.0,42.5
00-0039915,Ladd McConkey,LAC,2024,18,95.0,5,8,0.68,LV,16.0,87.8,6.8,8.2,0.2679738562091503,0,1,1,7.0,42.5
00-0034960,Jakobi Meyers,LV,2024,18,123.0,9,10,0.94,LAC,11.0,65.0,5.0,8.8,0.25142857142857145,0,1,-1,-7.0,42.5
00-0038563,Tre Tucker,LV,2024,18,24.0,3,4,0.8,LAC,11.0,29.6,1.8,4.2,0.12,0,1,-1,-7.0,42.5
00-0036613,Jaylen Waddle,MIA,2024,18,44.0,4,9,0.9,NYJ,17.0,78.0,5.2,6.8,0.18579234972677597,1,0,0,-1.5,39.5
00-0039880,Malik Washington,MIA,2024,18,48.0,4,5,0.61,NYJ,17.0,34.5,3.5,4.5,0.04918032786885246,0,0,0,-1.5,39.5
00-0036322,Justin Jefferson,MIN,2024,18,54.0,3,9,0.98,DET,31.0,108.0,7.8,10.8,0.32142857142857145,0,1,1,-3.0,56.5
00-0038994,Jordan Addison,MIN,2024,18,0.0,1,6,0.89,DET,31.0,70.8,6.0,8.6,0.25595238095238093,0,1,1,-3.0,56.5
